email_length,number_of_links,number_of_attachments,presence_of_urgent_keywords,sender_domain_type,html_content_flag,email_text,spf_status,dkim_status,dmarc_status,phishing_email
1684.47,2.33,0.738,Absent,Trusted/Corporate,Present,"Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the",Pass,Pass,None,Legitimate
9336.37,3.57,0.0104,Absent,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-l,Softfail,Fail,Fail,Phishing
997.19,2.13,0.0427,Present,Trusted/Corporate,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99%,Fail,Fail,Fail,Phishing
1503.98,4.05,0.00201,Absent,Trusted/Corporate,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report",Pass,Pass,Pass,Legitimate
1078.65,3.97,0.0627,Absent,Free-Webmail/Common Provider,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the sli",Pass,None,Pass,Legitimate
969.21,3.62,1.22,Present,Suspicious/Spoofed,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides",None,Pass,Pass,Legitimate
1306.04,2.38,0.011,Absent,Trusted/Corporate,Present,Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required:,None,Fail,Fail,Phishing
704.51,3.01,0.394,Absent,Free-Webmail/Common Provider,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email,Fail,Fail,Fail,Phishing
709.56,1.13,0.000361,Present,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http:,Fail,Fail,Fail,Phishing
488.35,4.14,1.02,Absent,Trusted/Corporate,Present,"Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers wh",Pass,Pass,Pass,Legitimate
591.91,5.8,0.0416,Absent,Trusted/Corporate,Present,Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package delivery status online or view receipt. Your order #94012 has shipped! Track your package d,Pass,Pass,Pass,Legitimate
1295.59,4.81,0.288,Present,Suspicious/Spoofed,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspe,Fail,Fail,Fail,Phishing
584.83,5.52,0.0133,Absent,Free-Webmail/Common Provider,Present,Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone.,Pass,Pass,None,Legitimate
976.08,3.58,0.155,Absent,Suspicious/Spoofed,Absent,Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your records. Thank you for your payment. Your receipt for invoice #8291 is attached for your record,Pass,Pass,Pass,Legitimate
465.7,1.04,0.00458,Present,Trusted/Corporate,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email st,Fail,None,None,Phishing
2185.81,3.54,0.0685,Present,Free-Webmail/Common Provider,Present,"Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know what you think. Hi, here is the updated design mockup for the landing page. Let me know w",Pass,Pass,Pass,Legitimate
266.22,1.34,1.82,Absent,Trusted/Corporate,Present,Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your password or OTP over the phone. Security Advisory: Please be aware of impersonation scams. Government officials and banks will never ask for your passwo,Pass,Pass,Pass,Legitimate
274.74,0.74,1.36,Absent,Suspicious/Spoofed,Present,"Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. Please review the slides before our meeting tomorrow at 10 AM. Hi team, attached is the monthly project report. P",Pass,Pass,None,Legitimate
258.57,3.61,0.0535,Absent,Trusted/Corporate,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your ma,Fail,Fail,None,Phishing
356.77,2.13,0.0391,Present,Suspicious/Spoofed,Present,"Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking credentials at http://tax-refund-gov.net/claim to receive your payment. Final Notice: Tax refund of ,250 pending approval. Submit your banking",Fail,Fail,Fail,Phishing
1164.89,2.24,0.0523,Present,Trusted/Corporate,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login imm,Fail,None,Fail,Phishing
1760.39,0.915,0.984,Present,Trusted/Corporate,Present,Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption.,Fail,None,Fail,Phishing
198.5,1.85,0.00597,Absent,Free-Webmail/Common Provider,Present,"Flight SQ 388 flight confirmation Barcelona to Madrid. Departure 07:40, arrival 08:50. Thank you for flying with Singapore Airlines. Flight SQ 388 flight confirmation Barcelona to Madrid. Departure",Pass,Pass,Pass,Legitimate
636.01,5.03,0.915,Present,Trusted/Corporate,Present,"Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are do",Pass,Pass,Pass,Legitimate
725.19,2.3,0.47,Present,Trusted/Corporate,Absent,Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing details at http://bank-update-billing.org/verify to avoid service interruption. Immediate Action Required: Your credit card payment failed. Update your billing detai,Fail,None,Fail,Phishing
964.05,1.96,0.00791,Absent,Trusted/Corporate,Present,Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediately. Warning: Your mailbox is 99% full. Click http://mail-storage-update.com/login to upgrade your email storage immediate,Fail,Fail,Fail,Phishing
408.84,0.242,0.0503,Absent,Free-Webmail/Common Provider,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently,Fail,Fail,None,Phishing
877.89,1.56,0.0887,Absent,Trusted/Corporate,Present,"Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterly budget numbers when you have a chance. Hi John, hope you are doing well. Quick check on the quarterl",None,Pass,Pass,Legitimate
1222.17,1.2,0.00236,Absent,Trusted/Corporate,Absent,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated. URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your a,Softfail,Fail,Fail,Phishing
1953.66,1.7,1.49,Absent,Free-Webmail/Common Provider,Present,Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitation: Weekly Engineering Sync on Zoom. Agenda: Architecture review and sprint planning. Meeting invitat,Pass,Pass,Pass,Legitimate
99.3,1.95,0.157,Present,Free-Webmail/Common Provider,Present,URGENT: Your account has been suspended due to suspicious activity! Click http://secure-verify-login.com/login immediately to verify your identity within 24 hours or your access will be permanently terminated.,None,Fail,Fail,Phishing
764.49,2.28,0.0396,Absent,Free-Webmail/Common Provider,Absent,Security Alert: Unauthorized login attempt detected from unknown IP. Update your password now at http://paypal-verify-security.net/auth to secure your funds. Security Alert: Unauthorized login attempt detected from unknown IP. Update your password now at http://paypal-verify-security.net/auth to secure your funds. Security Alert: Unauthorized login attempt detected from unknown IP. Update your password now at http://paypal-verify-security.net/auth to secure your funds. Security Alert: Unauthorized login attempt detected from unknown IP. Update your password now at http://paypal-verify-security.net/auth to secure your funds. Security Alert: Unauthorized login attempt detected from unknown IP. Update your password now at http://paypal-verify-security.net/a,Fail,None,Fail,Phishing
